# tracer: function
#
# entries-in-buffer/entries-written: 9051/50520961   #P:8
#
#                                _-----=> irqs-off/BH-disabled
#                               / _----=> need-resched
#                              | / _---=> hardirq/softirq
#                              || / _--=> preempt-depth
#                              ||| / _-=> migrate-disable
#                              |||| /     delay
#           TASK-PID     CPU#  |||||  TIMESTAMP  FUNCTION
#              | |         |   |||||     |         |
            nano-11521   [005] ...1. 13597.756955: __rcu_read_unlock <-__mem_cgroup_uncharge_list
            nano-11521   [005] ...1. 13597.756955: uncharge_folio <-__mem_cgroup_uncharge_list
            nano-11521   [005] ...1. 13597.756955: __rcu_read_lock <-uncharge_folio
            nano-11521   [005] ...1. 13597.756955: __rcu_read_unlock <-__mem_cgroup_uncharge_list
            nano-11521   [005] ...1. 13597.756955: uncharge_folio <-__mem_cgroup_uncharge_list
            nano-11521   [005] ...1. 13597.756955: __rcu_read_lock <-uncharge_folio
            nano-11521   [005] ...1. 13597.756955: __rcu_read_unlock <-__mem_cgroup_uncharge_list
            nano-11521   [005] ...1. 13597.756955: uncharge_folio <-__mem_cgroup_uncharge_list
            nano-11521   [005] ...1. 13597.756955: __rcu_read_lock <-uncharge_folio
            nano-11521   [005] ...1. 13597.756955: __rcu_read_unlock <-__mem_cgroup_uncharge_list
            nano-11521   [005] ...1. 13597.756955: uncharge_folio <-__mem_cgroup_uncharge_list
            nano-11521   [005] ...1. 13597.756955: __rcu_read_lock <-uncharge_folio
            nano-11521   [005] ...1. 13597.756955: __rcu_read_unlock <-__mem_cgroup_uncharge_list
            nano-11521   [005] ...1. 13597.756955: uncharge_folio <-__mem_cgroup_uncharge_list
            nano-11521   [005] ...1. 13597.756955: __rcu_read_lock <-uncharge_folio
            nano-11521   [005] ...1. 13597.756955: __rcu_read_unlock <-__mem_cgroup_uncharge_list
            nano-11521   [005] ...1. 13597.756956: uncharge_folio <-__mem_cgroup_uncharge_list
            nano-11521   [005] ...1. 13597.756956: __rcu_read_lock <-uncharge_folio
            nano-11521   [005] ...1. 13597.756956: __rcu_read_unlock <-__mem_cgroup_uncharge_list
            nano-11521   [005] ...1. 13597.756956: uncharge_folio <-__mem_cgroup_uncharge_list
            nano-11521   [005] ...1. 13597.756956: __rcu_read_lock <-uncharge_folio
            nano-11521   [005] ...1. 13597.756956: __rcu_read_unlock <-__mem_cgroup_uncharge_list
            nano-11521   [005] ...1. 13597.756956: uncharge_folio <-__mem_cgroup_uncharge_list
            nano-11521   [005] ...1. 13597.756956: __rcu_read_lock <-uncharge_folio
            nano-11521   [005] ...1. 13597.756956: __rcu_read_unlock <-__mem_cgroup_uncharge_list
            nano-11521   [005] ...1. 13597.756956: uncharge_folio <-__mem_cgroup_uncharge_list
            nano-11521   [005] ...1. 13597.756956: __rcu_read_lock <-uncharge_folio
            nano-11521   [005] ...1. 13597.756956: __rcu_read_unlock <-__mem_cgroup_uncharge_list
            nano-11521   [005] ...1. 13597.756956: uncharge_folio <-__mem_cgroup_uncharge_list
            nano-11521   [005] ...1. 13597.756956: __rcu_read_lock <-uncharge_folio
            nano-11521   [005] ...1. 13597.756956: __rcu_read_unlock <-__mem_cgroup_uncharge_list
            nano-11521   [005] ...1. 13597.756956: uncharge_folio <-__mem_cgroup_uncharge_list
            nano-11521   [005] ...1. 13597.756956: __rcu_read_lock <-uncharge_folio
            nano-11521   [005] ...1. 13597.756956: __rcu_read_unlock <-__mem_cgroup_uncharge_list
            nano-11521   [005] ...1. 13597.756956: uncharge_folio <-__mem_cgroup_uncharge_list
            nano-11521   [005] ...1. 13597.756956: __rcu_read_lock <-uncharge_folio
            nano-11521   [005] ...1. 13597.756957: __rcu_read_unlock <-__mem_cgroup_uncharge_list
            nano-11521   [005] ...1. 13597.756957: uncharge_folio <-__mem_cgroup_uncharge_list
            nano-11521   [005] ...1. 13597.756957: __rcu_read_lock <-uncharge_folio
            nano-11521   [005] ...1. 13597.756957: __rcu_read_unlock <-__mem_cgroup_uncharge_list
            nano-11521   [005] ...1. 13597.756957: uncharge_folio <-__mem_cgroup_uncharge_list
            nano-11521   [005] ...1. 13597.756957: __rcu_read_lock <-uncharge_folio
            nano-11521   [005] ...1. 13597.756957: __rcu_read_unlock <-__mem_cgroup_uncharge_list
            nano-11521   [005] ...1. 13597.756957: uncharge_folio <-__mem_cgroup_uncharge_list
            nano-11521   [005] ...1. 13597.756957: __rcu_read_lock <-uncharge_folio
            nano-11521   [005] ...1. 13597.756957: __rcu_read_unlock <-__mem_cgroup_uncharge_list
            nano-11521   [005] ...1. 13597.756957: uncharge_folio <-__mem_cgroup_uncharge_list
            nano-11521   [005] ...1. 13597.756957: __rcu_read_lock <-uncharge_folio
            nano-11521   [005] ...1. 13597.756957: __rcu_read_unlock <-__mem_cgroup_uncharge_list
            nano-11521   [005] ...1. 13597.756957: uncharge_folio <-__mem_cgroup_uncharge_list
            nano-11521   [005] ...1. 13597.756957: __rcu_read_lock <-uncharge_folio
            nano-11521   [005] ...1. 13597.756957: __rcu_read_unlock <-__mem_cgroup_uncharge_list
            nano-11521   [005] ...1. 13597.756957: uncharge_folio <-__mem_cgroup_uncharge_list
            nano-11521   [005] ...1. 13597.756957: __rcu_read_lock <-uncharge_folio
            nano-11521   [005] ...1. 13597.756957: __rcu_read_unlock <-__mem_cgroup_uncharge_list
            nano-11521   [005] ...1. 13597.756958: uncharge_folio <-__mem_cgroup_uncharge_list
            nano-11521   [005] ...1. 13597.756958: __rcu_read_lock <-uncharge_folio
            nano-11521   [005] ...1. 13597.756958: __rcu_read_unlock <-__mem_cgroup_uncharge_list
            nano-11521   [005] ...1. 13597.756958: uncharge_folio <-__mem_cgroup_uncharge_list
            nano-11521   [005] ...1. 13597.756958: __rcu_read_lock <-uncharge_folio
            nano-11521   [005] ...1. 13597.756958: __rcu_read_unlock <-__mem_cgroup_uncharge_list
            nano-11521   [005] ...1. 13597.756958: uncharge_folio <-__mem_cgroup_uncharge_list
            nano-11521   [005] ...1. 13597.756958: __rcu_read_lock <-uncharge_folio
            nano-11521   [005] ...1. 13597.756958: __rcu_read_unlock <-__mem_cgroup_uncharge_list
            nano-11521   [005] ...1. 13597.756958: uncharge_folio <-__mem_cgroup_uncharge_list
            nano-11521   [005] ...1. 13597.756958: __rcu_read_lock <-uncharge_folio
            nano-11521   [005] ...1. 13597.756958: __rcu_read_unlock <-__mem_cgroup_uncharge_list
            nano-11521   [005] ...1. 13597.756958: uncharge_folio <-__mem_cgroup_uncharge_list
            nano-11521   [005] ...1. 13597.756958: __rcu_read_lock <-uncharge_folio
            nano-11521   [005] ...1. 13597.756958: __rcu_read_unlock <-__mem_cgroup_uncharge_list
            nano-11521   [005] ...1. 13597.756958: uncharge_folio <-__mem_cgroup_uncharge_list
            nano-11521   [005] ...1. 13597.756958: __rcu_read_lock <-uncharge_folio
            nano-11521   [005] ...1. 13597.756958: __rcu_read_unlock <-__mem_cgroup_uncharge_list
            nano-11521   [005] ...1. 13597.756958: uncharge_folio <-__mem_cgroup_uncharge_list
            nano-11521   [005] ...1. 13597.756958: __rcu_read_lock <-uncharge_folio
            nano-11521   [005] ...1. 13597.756959: __rcu_read_unlock <-__mem_cgroup_uncharge_list
            nano-11521   [005] ...1. 13597.756959: uncharge_folio <-__mem_cgroup_uncharge_list
            nano-11521   [005] ...1. 13597.756959: __rcu_read_lock <-uncharge_folio
            nano-11521   [005] ...1. 13597.756959: __rcu_read_unlock <-__mem_cgroup_uncharge_list
            nano-11521   [005] ...1. 13597.756959: uncharge_folio <-__mem_cgroup_uncharge_list
            nano-11521   [005] ...1. 13597.756959: __rcu_read_lock <-uncharge_folio
            nano-11521   [005] ...1. 13597.756959: __rcu_read_unlock <-__mem_cgroup_uncharge_list
            nano-11521   [005] ...1. 13597.756959: uncharge_folio <-__mem_cgroup_uncharge_list
            nano-11521   [005] ...1. 13597.756959: __rcu_read_lock <-uncharge_folio
            nano-11521   [005] ...1. 13597.756959: __rcu_read_unlock <-__mem_cgroup_uncharge_list
            nano-11521   [005] ...1. 13597.756959: uncharge_folio <-__mem_cgroup_uncharge_list
            nano-11521   [005] ...1. 13597.756959: __rcu_read_lock <-uncharge_folio
            nano-11521   [005] ...1. 13597.756959: __rcu_read_unlock <-__mem_cgroup_uncharge_list
            nano-11521   [005] ...1. 13597.756959: uncharge_folio <-__mem_cgroup_uncharge_list
            nano-11521   [005] ...1. 13597.756959: __rcu_read_lock <-uncharge_folio
            nano-11521   [005] ...1. 13597.756959: __rcu_read_unlock <-__mem_cgroup_uncharge_list
            nano-11521   [005] ...1. 13597.756959: uncharge_folio <-__mem_cgroup_uncharge_list
            nano-11521   [005] ...1. 13597.756959: __rcu_read_lock <-uncharge_folio
            nano-11521   [005] ...1. 13597.756959: __rcu_read_unlock <-__mem_cgroup_uncharge_list
            nano-11521   [005] ...1. 13597.756959: uncharge_folio <-__mem_cgroup_uncharge_list
            nano-11521   [005] ...1. 13597.756960: __rcu_read_lock <-uncharge_folio
            nano-11521   [005] ...1. 13597.756960: __rcu_read_unlock <-__mem_cgroup_uncharge_list
            nano-11521   [005] ...1. 13597.756960: uncharge_folio <-__mem_cgroup_uncharge_list
            nano-11521   [005] ...1. 13597.756960: __rcu_read_lock <-uncharge_folio
            nano-11521   [005] ...1. 13597.756960: __rcu_read_unlock <-__mem_cgroup_uncharge_list
            nano-11521   [005] ...1. 13597.756960: uncharge_folio <-__mem_cgroup_uncharge_list
            nano-11521   [005] ...1. 13597.756960: __rcu_read_lock <-uncharge_folio
            nano-11521   [005] ...1. 13597.756960: __rcu_read_unlock <-__mem_cgroup_uncharge_list
            nano-11521   [005] ...1. 13597.756960: uncharge_folio <-__mem_cgroup_uncharge_list
            nano-11521   [005] ...1. 13597.756960: __rcu_read_lock <-uncharge_folio
            nano-11521   [005] ...1. 13597.756960: __rcu_read_unlock <-__mem_cgroup_uncharge_list
            nano-11521   [005] ...1. 13597.756960: uncharge_folio <-__mem_cgroup_uncharge_list
            nano-11521   [005] ...1. 13597.756960: __rcu_read_lock <-uncharge_folio
            nano-11521   [005] ...1. 13597.756960: __rcu_read_unlock <-__mem_cgroup_uncharge_list
            nano-11521   [005] ...1. 13597.756960: uncharge_folio <-__mem_cgroup_uncharge_list
            nano-11521   [005] ...1. 13597.756960: __rcu_read_lock <-uncharge_folio
            nano-11521   [005] ...1. 13597.756960: __rcu_read_unlock <-__mem_cgroup_uncharge_list
            nano-11521   [005] ...1. 13597.756960: uncharge_folio <-__mem_cgroup_uncharge_list
            nano-11521   [005] ...1. 13597.756960: __rcu_read_lock <-uncharge_folio
            nano-11521   [005] ...1. 13597.756960: __rcu_read_unlock <-__mem_cgroup_uncharge_list
            nano-11521   [005] ...1. 13597.756961: uncharge_folio <-__mem_cgroup_uncharge_list
            nano-11521   [005] ...1. 13597.756961: __rcu_read_lock <-uncharge_folio
            nano-11521   [005] ...1. 13597.756961: __rcu_read_unlock <-__mem_cgroup_uncharge_list
            nano-11521   [005] ...1. 13597.756961: uncharge_folio <-__mem_cgroup_uncharge_list
            nano-11521   [005] ...1. 13597.756961: __rcu_read_lock <-uncharge_folio
            nano-11521   [005] ...1. 13597.756961: __rcu_read_unlock <-__mem_cgroup_uncharge_list
            nano-11521   [005] ...1. 13597.756961: uncharge_folio <-__mem_cgroup_uncharge_list
            nano-11521   [005] ...1. 13597.756961: __rcu_read_lock <-uncharge_folio
            nano-11521   [005] ...1. 13597.756961: __rcu_read_unlock <-__mem_cgroup_uncharge_list
            nano-11521   [005] ...1. 13597.756961: uncharge_folio <-__mem_cgroup_uncharge_list
            nano-11521   [005] ...1. 13597.756961: __rcu_read_lock <-uncharge_folio
            nano-11521   [005] ...1. 13597.756961: __rcu_read_unlock <-__mem_cgroup_uncharge_list
            nano-11521   [005] ...1. 13597.756961: uncharge_folio <-__mem_cgroup_uncharge_list
            nano-11521   [005] ...1. 13597.756961: __rcu_read_lock <-uncharge_folio
            nano-11521   [005] ...1. 13597.756961: __rcu_read_unlock <-__mem_cgroup_uncharge_list
            nano-11521   [005] ...1. 13597.756961: uncharge_folio <-__mem_cgroup_uncharge_list
            nano-11521   [005] ...1. 13597.756961: __rcu_read_lock <-uncharge_folio
            nano-11521   [005] ...1. 13597.756961: __rcu_read_unlock <-__mem_cgroup_uncharge_list
            nano-11521   [005] ...1. 13597.756961: uncharge_folio <-__mem_cgroup_uncharge_list
            nano-11521   [005] ...1. 13597.756961: __rcu_read_lock <-uncharge_folio
            nano-11521   [005] ...1. 13597.756962: __rcu_read_unlock <-__mem_cgroup_uncharge_list
            nano-11521   [005] ...1. 13597.756962: uncharge_folio <-__mem_cgroup_uncharge_list
            nano-11521   [005] ...1. 13597.756962: __rcu_read_lock <-uncharge_folio
            nano-11521   [005] ...1. 13597.756962: __rcu_read_unlock <-__mem_cgroup_uncharge_list
            nano-11521   [005] ...1. 13597.756962: uncharge_folio <-__mem_cgroup_uncharge_list
            nano-11521   [005] ...1. 13597.756962: __rcu_read_lock <-uncharge_folio
            nano-11521   [005] ...1. 13597.756962: __rcu_read_unlock <-__mem_cgroup_uncharge_list
            nano-11521   [005] ...1. 13597.756962: uncharge_folio <-__mem_cgroup_uncharge_list
            nano-11521   [005] ...1. 13597.756962: __rcu_read_lock <-uncharge_folio
            nano-11521   [005] ...1. 13597.756962: __rcu_read_unlock <-__mem_cgroup_uncharge_list
            nano-11521   [005] ...1. 13597.756962: uncharge_folio <-__mem_cgroup_uncharge_list
            nano-11521   [005] ...1. 13597.756962: __rcu_read_lock <-uncharge_folio
            nano-11521   [005] ...1. 13597.756962: __rcu_read_unlock <-__mem_cgroup_uncharge_list
            nano-11521   [005] ...1. 13597.756962: uncharge_folio <-__mem_cgroup_uncharge_list
            nano-11521   [005] ...1. 13597.756962: __rcu_read_lock <-uncharge_folio
            nano-11521   [005] ...1. 13597.756962: __rcu_read_unlock <-__mem_cgroup_uncharge_list
            nano-11521   [005] ...1. 13597.756962: uncharge_folio <-__mem_cgroup_uncharge_list
            nano-11521   [005] ...1. 13597.756962: __rcu_read_lock <-uncharge_folio
            nano-11521   [005] ...1. 13597.756962: __rcu_read_unlock <-__mem_cgroup_uncharge_list
            nano-11521   [005] ...1. 13597.756962: uncharge_folio <-__mem_cgroup_uncharge_list
            nano-11521   [005] ...1. 13597.756963: __rcu_read_lock <-uncharge_folio
            nano-11521   [005] ...1. 13597.756963: __rcu_read_unlock <-__mem_cgroup_uncharge_list
            nano-11521   [005] ...1. 13597.756963: uncharge_folio <-__mem_cgroup_uncharge_list
            nano-11521   [005] ...1. 13597.756963: __rcu_read_lock <-uncharge_folio
            nano-11521   [005] ...1. 13597.756963: __rcu_read_unlock <-__mem_cgroup_uncharge_list
            nano-11521   [005] ...1. 13597.756963: uncharge_folio <-__mem_cgroup_uncharge_list
            nano-11521   [005] ...1. 13597.756963: __rcu_read_lock <-uncharge_folio
            nano-11521   [005] ...1. 13597.756963: __rcu_read_unlock <-__mem_cgroup_uncharge_list
            nano-11521   [005] ...1. 13597.756963: uncharge_folio <-__mem_cgroup_uncharge_list
            nano-11521   [005] ...1. 13597.756963: __rcu_read_lock <-uncharge_folio
            nano-11521   [005] ...1. 13597.756963: __rcu_read_unlock <-__mem_cgroup_uncharge_list
            nano-11521   [005] ...1. 13597.756963: uncharge_folio <-__mem_cgroup_uncharge_list
            nano-11521   [005] ...1. 13597.756963: __rcu_read_lock <-uncharge_folio
            nano-11521   [005] ...1. 13597.756963: __rcu_read_unlock <-__mem_cgroup_uncharge_list
            nano-11521   [005] ...1. 13597.756963: uncharge_folio <-__mem_cgroup_uncharge_list
            nano-11521   [005] ...1. 13597.756963: __rcu_read_lock <-uncharge_folio
            nano-11521   [005] ...1. 13597.756963: __rcu_read_unlock <-__mem_cgroup_uncharge_list
            nano-11521   [005] ...1. 13597.756963: uncharge_folio <-__mem_cgroup_uncharge_list
            nano-11521   [005] ...1. 13597.756963: __rcu_read_lock <-uncharge_folio
            nano-11521   [005] ...1. 13597.756963: __rcu_read_unlock <-__mem_cgroup_uncharge_list
            nano-11521   [005] ...1. 13597.756964: uncharge_folio <-__mem_cgroup_uncharge_list
            nano-11521   [005] ...1. 13597.756964: __rcu_read_lock <-uncharge_folio
            nano-11521   [005] ...1. 13597.756964: __rcu_read_unlock <-__mem_cgroup_uncharge_list
            nano-11521   [005] ...1. 13597.756964: uncharge_folio <-__mem_cgroup_uncharge_list
            nano-11521   [005] ...1. 13597.756964: __rcu_read_lock <-uncharge_folio
            nano-11521   [005] ...1. 13597.756964: __rcu_read_unlock <-__mem_cgroup_uncharge_list
